Player,Cl,Ht,Pos,G,BLKS,BKPG,AST,FGM,3FG,FT,PTS,PPG,FTA,FT%,ORebs,DRebs,REB,ST,3PG,STPG,3FGA,RPG,MP,FGA,Trpl Dbl,FG%,3FG%,MPG,APG,Dbl Dbl,TO,Ratio
"Kejuan Clements, Eastern Ill. (OVC)",,,,,,,121.0,,,,,,,,,,,,,,,,,,,,,,4.5,,76.0,1.59
"Collin Gillespie, Villanova (Big East)",,,,,,,121.0,188.0,113.0,105.0,594.0,15.6,116.0,90.5,,,,,2.97,,272.0,,1304:25,433.0,,,41.5,34:20,3.2,,63.0,1.92
"Dalvin White, USC Upstate (Big South)",,,,,,,121.0,,,,,,,,,,,,,,,,,,,,,,3.9,,46.0,2.63
"Jamal Bieniemy, UTEP (C-USA)",,,,,,,120.0,163.0,68.0,47.0,441.0,14.7,,,,,,47.0,2.27,1.57,188.0,,1046:47,405.0,,40.2,,34:54,4.0,,70.0,1.71
"Marcus Domask, Southern Ill. (MVC)",,,,,,,120.0,161.0,43.0,103.0,468.0,15.1,125.0,82.4,,,,,,,,4.45,1106:24,369.0,,43.6,,35:41,3.9,,67.0,1.79
"David Kachelries, SFA (WAC)",,,,,,,120.0,,,,,,,,,,,,,,,,,,,,,,3.8,,63.0,1.9
"Kevin Marfo, Quinnipiac (MAAC)",,,,,,,120.0,,,,,,130.0,71.5,96.0,220.0,316.0,,,,,7.1,,,,,,,3.9,12.0,107.0,1.12
"TyTy Washington Jr., Kentucky (SEC)",,,,,,,120.0,,,,,,,,,,,40.0,,1.29,,,,,,,,,3.9,,51.0,2.35
"Darian Adams, Jacksonville St. (ASUN)",,,,,,,119.0,158.0,70.0,91.0,477.0,15.4,110.0,82.7,,,,46.0,2.26,1.48,184.0,,1067:58,391.0,,40.4,,34:27,3.8,,79.0,1.51
"Steven Ashworth, Utah St. (Mountain West)",,,,,,,119.0,,,,,,,,,,,,1.88,,158.0,,,,,,,,3.6,,47.0,2.53
"Kyler Edwards, Houston (AAC)",,,,,,,119.0,164.0,98.0,85.0,511.0,13.8,,,34.0,186.0,220.0,,2.65,,294.0,5.03,1261:44,444.0,,,33.3,34:06,3.2,3.0,58.0,2.05
"Isaiah Hill, Fresno St. (Mountain West)",,,,,,,119.0,,,,,,,,,,,,,,160.0,,1185:54,,,,,32:57,3.3,,84.0,1.42
"Jaren Holmes, St. Bonaventure (Atlantic 10)",,,,,,,119.0,,,,,,144.0,76.4,,,,,,,,,1255:54,385.0,,,,38:03,3.6,3.0,67.0,1.78
"Luis Hurtado, Bryant (NEC)",,,,,,,119.0,,,,,,,,,,,,,,,,,,,,,,3.7,,63.0,1.89
"Ryan Nembhard, Creighton (Big East)",,,,,,,119.0,,,,,,,,,,,,,,,,,,,,,34:48,4.4,,85.0,1.4
"Fatts Russell, Maryland (Big Ten)",,,,,,,119.0,160.0,46.0,117.0,483.0,15.1,149.0,78.5,,,,43.0,,1.34,,,1044:02,390.0,,41.0,,32:38,3.7,,79.0,1.51
"LJ Thorpe, UNC Asheville (Big South)",,,,,,,119.0,167.0,14.0,102.0,450.0,14.1,138.0,73.9,,,,,,,,,,,,49.4,,,3.7,,103.0,1.16
"Carson Towt, Northern Ariz. (Big Sky)",,,,,,,119.0,,,,,,,,94.0,186.0,280.0,,,,,5.81,,,1.0,,,,3.7,3.0,63.0,1.89
"Jacob Young, Oregon (Pac-12)",,,,,,,119.0,,,,,,,,,,,46.0,,1.31,,,1063:59,384.0,,,,,3.4,,76.0,1.57
"Jr. Clay, Tennessee Tech (OVC)",,,,,,,118.0,,,,,,,,,,,52.0,,1.62,178.0,,,389.0,,,,,3.7,,72.0,1.64
"Dante Harris, Georgetown (Big East)",,,,,,,118.0,,,,,,,,,,,44.0,,1.52,,,,347.0,,,,32:12,4.1,,74.0,1.59
"Darius McGhee, Liberty (ASUN)",,,,,,,118.0,276.0,142.0,118.0,812.0,24.6,134.0,88.1,,,,,4.3,,364.0,,1110:52,605.0,,45.6,39.0,33:40,3.6,,100.0,1.18
"Mike Miles, TCU (Big 12)",,,,,,,118.0,163.0,43.0,107.0,476.0,15.4,141.0,75.9,,,,,,,,,1037:06,427.0,,38.2,,33:27,3.8,,87.0,1.36
"Justin Thomas, Alcorn (SWAC)",,,,,,,118.0,,,,,,131.0,72.5,,,,59.0,,1.97,,,,,,,,,3.9,,79.0,1.49
"Tre Wood, LIU (NEC)",,,,,,,118.0,,,,,,,,,,,,,,,,,,,,,,3.9,,70.0,1.69
"Jalen Benjamin, Mount St. Mary's (NEC)",,,,,,,117.0,,,,,,95.0,83.2,,,,,,,,,,,,,,,4.0,,71.0,1.65
"Jared Bynum, Providence (Big East)",,,,,,,117.0,,,,,,109.0,75.2,,,,,,,,,,,,,,,4.0,,60.0,1.95
"Marcus Carr, Texas (Big 12)",,,,,,,117.0,,,,,,,,,,,,,,,,1047:59,,,,,,3.4,,64.0,1.83
"Bryce Fowler, Sacramento St. (Big Sky)",,,,,,,117.0,217.0,19.0,99.0,552.0,19.0,,,,,,42.0,,1.45,,4.34,,435.0,,49.9,,33:32,4.0,,69.0,1.7
"Shamar Givance, Evansville (MVC)",,,,,,,117.0,,,,,,,,,,,44.0,,1.47,,,,354.0,,,,,3.9,,82.0,1.43
"Zyon Pullin, UC Riverside (Big West)",,,,,,,117.0,129.0,14.0,115.0,387.0,14.3,150.0,76.7,,,,,,,,5.19,,,,,,34:35,4.3,,62.0,1.89
"Kaleb Thornton, NIU (MAC)",,,,,,,117.0,,,,,,,,,,,,,,,,,,,,,,4.0,,80.0,1.46
"Trevante Anderson, Idaho (Big Sky)",,,,,,,116.0,144.0,37.0,121.0,446.0,14.4,167.0,72.5,,,,,,,,,,,,,,,3.7,,108.0,1.07
"Devante Carter, Nicholls (Southland)",,,,,,,116.0,,,,,,,,,,,60.0,,2.0,,,,,,,,,3.9,,64.0,1.81
"Jalen Cone, Northern Ariz. (Big Sky)",,,,,,,116.0,197.0,93.0,115.0,602.0,18.8,139.0,82.7,,,,,2.91,,264.0,,1109:18,509.0,,38.7,35.2,34:40,3.6,,,
"Jamel Horton, UAlbany (America East)",,,,,,,116.0,,,,,,,,,,,,,,,,,352.0,,,,33:28,3.9,,69.0,1.68
"Ryan Larson, Wofford (SoCon)",,,,,,,116.0,,,,,,,,,,,41.0,1.91,1.28,158.0,,1035:47,,,,,32:22,3.6,,56.0,2.07
"Trey Bonham, VMI (SoCon)",,,,,,,115.0,,,,,,121.0,82.6,,,,,,1.31,,,,,,,,,4.0,,63.0,1.83
"Damian Chong Qui, Purdue Fort Wayne (Horizon)",,,,,,,115.0,,,,,,,,,,,,,,,,1040:07,,,,,,3.5,,72.0,1.6
"Damien Daniels, Abilene Christian (WAC)",,,,,,,115.0,,,,,,,,,,,68.0,,1.89,,,,,,,,,3.2,,46.0,2.5
"Max Fiedler, Rice (C-USA)",,,,,,,115.0,,,,,,,,79.0,175.0,254.0,,,,,5.3,,,,,,,3.5,9.0,67.0,1.72
"Dimitrius Underwood, Col. of Charleston (CAA)",,,,,,,115.0,,,,,,,,67.0,146.0,213.0,67.0,,2.09,,4.56,,,,,,,3.6,3.0,96.0,1.2
"Alex Barcello, BYU (WCC)",,,,,,,114.0,192.0,88.0,115.0,587.0,16.8,133.0,86.5,,,,,2.51,,209.0,,1124:34,426.0,,45.1,42.1,,3.3,,62.0,1.84
"Trey Calvin, Wright St. (Horizon)",,,,,,,114.0,186.0,60.0,63.0,495.0,14.6,,,,,,54.0,,1.59,158.0,,1162:11,418.0,,44.5,,34:11,3.4,,70.0,1.63
"Alex Lomax, Memphis (AAC)",,,,,,,114.0,,,,,,,,,,,48.0,,1.71,,,,,,,,,4.1,,69.0,1.65
"Camren Pierce, Cal Poly (Big West)",,,,,,,114.0,,,,,,89.0,83.1,,,,,,,,,,,,,,,4.1,,85.0,1.34
"Aaron Thompson, Butler (Big East)",,,,,,,114.0,,,,,,,,,,,,,,,,,,,,,,3.8,,68.0,1.68
"Joe Toussaint, Iowa (Big Ten)",,,,,,,114.0,,,,,,,,,,,51.0,,1.42,,,,,,,,,3.2,,49.0,2.33
"Cameron Tucker, Alabama A&M (SWAC)",,,,,,,114.0,,,,,,,,,,,,,,,,,,,,,33:48,3.9,,85.0,1.34
"Jahmir Young, Charlotte (C-USA)",,,,,,,114.0,210.0,56.0,132.0,608.0,19.6,148.0,89.2,,,,,,,,5.23,1110:41,449.0,,46.8,,35:50,3.7,5.0,66.0,1.73
"Courtney Carter, SIUE (OVC)",,,,,,,113.0,,,,,,,,,,,47.0,,1.47,,,,,,,,,3.5,,83.0,1.36
"Antrell Charlton, Fordham (Atlantic 10)",,,,,,,113.0,,,,,,,,,,,56.0,,1.75,,4.53,1061:17,,,,,33:10,3.5,,60.0,1.88
"Elijah Gonzales, ULM (Sun Belt)",,,,,,,113.0,,,,,,,,,,,50.0,,1.85,,,,,,,,,4.2,,51.0,2.22
"Tra'Michael Moton, Grambling (SWAC)",,,,,,,113.0,,,,,,112.0,77.7,,,,47.0,,1.47,,,,,,,,,3.5,,76.0,1.49
"Andre Jones, ULM (Sun Belt)",,,,,,,112.0,180.0,20.0,72.0,452.0,15.6,,,,,,47.0,,1.62,,,,382.0,,47.1,,33:09,3.9,,92.0,1.22
"Roman Penn, Drake (MVC)",,,,,,,112.0,,,,,,,,,,,,,,,,,,,,,,3.9,,66.0,1.7
"Tyler Rice, William & Mary (CAA)",,,,,,,112.0,,,,,,,,,,,,,,,,,,,,,,3.6,,97.0,1.15
"Trevion Williams, Purdue (Big Ten)",,,,,,,112.0,,,,,,,,84.0,191.0,275.0,,,,,5.16,,,,,,,3.0,8.0,79.0,1.42
"Makai Ashton-Langford, Boston College (ACC)",,,,,,,111.0,,,,,,,,,,,49.0,,1.48,,,1133:34,350.0,,,,34:21,3.4,,70.0,1.59
"Bryan Greenlee, Fla. Atlantic (C-USA)",,,,,,,111.0,,,,,,,,,,,,,,,,,,,,,,3.4,,63.0,1.76
"Jalen Jackson, A&M-Corpus Christi (Southland)",,,,,,,111.0,,,,,,,,,,,50.0,,1.43,,,,,,,,,3.2,,69.0,1.61
"Colby Jones, Xavier (Big East)",,,,,,,111.0,,,,,,,,84.0,172.0,256.0,54.0,,1.54,,4.91,1171:35,,,,,33:28,3.2,5.0,69.0,1.61
"Michael O'Connell, Stanford (Pac-12)",,,,,,,111.0,,,,,,,,,,,,,,,,,,,,,,3.6,,63.0,1.76
"Sasha Stefanovic, Purdue (Big Ten)",,,,,,,111.0,,,,,,,,,,,,2.35,,229.0,,1121:10,,,,,,3.0,,42.0,2.64
"Blondeau Tchoukuiegno, New Hampshire (America East)",,,,,,,111.0,,,,,,,,,,,,,,,4.57,,,,,,35:32,4.0,,66.0,1.68
"Santiago Vescovi, Tennessee (SEC)",,,,,,,111.0,,,,,,,,,,,59.0,2.91,1.69,253.0,,1093:46,351.0,,,40.3,,3.2,,56.0,1.98
"Max Abmas, Oral Roberts (Summit League)",,,,,,,110.0,226.0,114.0,119.0,685.0,22.8,140.0,85.0,,,,,3.8,,293.0,,1104:21,536.0,,42.2,38.9,36:49,3.7,,70.0,1.57
"Nelly Cummings, Colgate (Patriot)",,,,,,,110.0,154.0,62.0,99.0,469.0,14.7,121.0,81.8,,,,,1.94,,172.0,,1033:43,401.0,,,,32:18,3.4,,74.0,1.49
"Russell Dean, Hampton (Big South)",,,,,,,110.0,122.0,34.0,139.0,417.0,14.9,192.0,72.4,,,,,,,,,,358.0,,,,35:55,3.9,,97.0,1.13
"Brayon Freeman, George Washington (Atlantic 10)",,,,,,,110.0,,,,,,,,,,,,,1.3,,,,,,,,,3.7,,70.0,1.57
"Jaden Ivey, Purdue (Big Ten)",,,,,,,110.0,203.0,64.0,154.0,624.0,17.3,207.0,74.4,,,,,,,179.0,,1131:24,441.0,,46.0,,,3.1,,94.0,1.17
"Kane Williams, Georgia St. (Sun Belt)",,,,,,,110.0,,,,,,175.0,80.6,,,,54.0,,1.86,,,,,,,,,3.8,,57.0,1.93
"Grant Golden, Richmond (Atlantic 10)",,,,,,,109.0,,,,,,,,34.0,189.0,223.0,,,,,5.11,1019:01,407.0,,50.6,,,,4.0,,
"Mekhi Lairy, Miami (OH) (MAC)",,,,,,,109.0,,,,,,,,,,,40.0,,,,,,374.0,,,,,3.4,,78.0,1.4
"Darnell Rogers, UMBC (America East)",,,,,,,109.0,,,,,,86.0,90.7,,,,,,,,,,,,,,,3.6,,56.0,1.95
"Sam Vinson, Northern Ky. (Horizon)",,,,,,,109.0,,,,,,,,,,,66.0,,2.06,,,1047:53,,,,,32:45,3.4,,76.0,1.43
"Brian White, Northwestern St. (Southland)",,,,,,,109.0,,,,,,,,,,,,,,,,,,,,,,3.5,,57.0,1.91
"Geo Baker, Rutgers (Big Ten)",,,,,,,108.0,,,,,,,,,,,,1.86,,,,,,,,,34:16,3.9,,45.0,2.4
"Kenny Cooper, Tennessee St. (OVC)",,,,,,,108.0,,,,,,,,,,,40.0,,1.33,,,,,,,,,3.6,,46.0,2.35
"Will Richardson, Oregon (Pac-12)",,,,,,,108.0,148.0,57.0,71.0,424.0,14.1,,,,,,,1.9,1.3,147.0,,,,,,,32:27,3.6,,63.0,1.71
"Trent Stephney, UNC Asheville (Big South)",,,,,,,108.0,,,,,,,,,,,55.0,,1.72,,,,,,,,,3.4,,68.0,1.59
"John-Michael Wright, High Point (Big South)",,,,,,,108.0,195.0,65.0,133.0,588.0,18.4,171.0,77.8,,,,,2.03,,179.0,,1117:07,476.0,,41.0,,34:55,3.4,,82.0,1.32
"Mark Freeman, Illinois St. (MVC)",,,,,,,107.0,,,,,,,,,,,,,,,,,,,,,,3.5,,98.0,1.09
"Cameron Holden, Towson (CAA)",,,,,,,107.0,,,,,,187.0,70.1,95.0,175.0,270.0,67.0,,1.97,,5.15,1125:00,360.0,,,,33:05,3.1,11.0,86.0,1.24
"Aly Khalifa, Charlotte (C-USA)",,,,,,,107.0,,,,,,,,,,,,,,,,,,,,,,3.5,,55.0,1.95
"Ben Vander Plas, Ohio (MAC)",,,,,,,107.0,166.0,67.0,98.0,497.0,14.2,138.0,71.0,40.0,197.0,237.0,62.0,1.91,1.77,198.0,5.63,1237:20,362.0,1.0,,,35:21,3.1,6.0,63.0,1.7
"Rudi Williams, Coastal Carolina (Sun Belt)",,,,,,,107.0,176.0,51.0,83.0,486.0,14.7,113.0,73.5,,,,48.0,,1.45,,,,346.0,,50.9,,,3.2,,75.0,1.43
"Eric Boone, N.C. Central (MEAC)",,,,,,,106.0,,,,,,,,,,,71.0,,2.45,,,,,,,,,3.7,,90.0,1.18
"Aljami Durham, Providence (Big East)",,,,,,,106.0,,,,,,199.0,83.4,,,,,,,,,1062:57,,,,,34:17,3.4,,75.0,1.41
"Trey Pulliam, San Diego St. (Mountain West)",,,,,,,106.0,,,,,,,,,,,,,,,,,,,,,,3.4,,68.0,1.56
"M.J. Randolph, Florida A&M (SWAC)",,,,,,,106.0,209.0,11.0,138.0,567.0,18.9,,,,,,60.0,,2.0,,4.8,1155:17,448.0,,46.7,,38:31,3.5,,,
"Malachi Smith, Chattanooga (SoCon)",,,,,,,106.0,247.0,59.0,143.0,696.0,19.9,173.0,82.7,60.0,176.0,236.0,60.0,,1.71,145.0,5.03,1237:33,501.0,,49.3,,35:22,3.0,3.0,81.0,1.31
"Alex Hunter, Furman (SoCon)",,,,,,,105.0,,,,,,,,,,,,3.32,,272.0,,1088:45,362.0,,,41.5,,3.1,,31.0,3.39
"Caleb Murphy, South Fla. (AAC)",,,,,,,105.0,,,,,,,,,,,,,,,,,367.0,,,,,3.4,,71.0,1.48
"Michael Almonacy, App State (Sun Belt)",,,,,,,104.0,,,,,,,,,,,,1.88,,188.0,,1104:05,350.0,,,,32:28,3.1,,55.0,1.89
"Adonis Arms, Texas Tech (Big 12)",,,,,,,104.0,,,,,,,,,,,,,,,,,,,,,,,,,
"Leaky Black, North Carolina (ACC)",,,,,,,104.0,,,,,,,,,,,,,,,,1127:04,,,,,,,,,
"Tevin Brown, Murray St. (OVC)",,,,,,,104.0,187.0,106.0,92.0,572.0,16.8,123.0,74.8,20.0,170.0,190.0,47.0,3.12,1.38,276.0,5.0,1195:36,438.0,,42.7,38.4,35:10,3.1,,62.0,1.68
"Keon Clergeot, Southeastern La. (Southland)",,,,,,,104.0,,,,,,141.0,83.7,,,,40.0,,,,,,,,,,,3.2,,97.0,1.07
"Aaron Duhart, Army West Point (Patriot)",,,,,,,104.0,,,,,,,,,,,,,,,,,,,,,,3.4,,56.0,1.86
"Sion James, Tulane (AAC)",,,,,,,104.0,,,,,,,,,,,46.0,,1.59,,,1019:51,,,,,35:10,3.6,,46.0,2.26
"Femi Odukale, Pittsburgh (ACC)",,,,,,,104.0,,,,,,,,,,,,,,,,,,,,,32:30,3.4,,86.0,1.21
"Vonterius Woolbright, Western Caro. (SoCon)",,,,,,,104.0,,,,,,,,,,,,,,,,,,,,,,3.9,3.0,77.0,1.35
"KJ Hunt, Denver (Summit League)",,,,,,,103.0,167.0,27.0,93.0,454.0,15.1,118.0,78.8,,,,,,,,,,388.0,,43.0,,,3.4,,90.0,1.14
"Taze Moore, Houston (AAC)",,,,,,,103.0,,,,,,,,,,,56.0,,1.56,,,1086:19,,,,,,,,,
"Storm Murphy, Virginia Tech (ACC)",,,,,,,103.0,,,,,,,,,,,,,,,,,,,,,,,,,
"Torrey Patton, Cleveland St. (Horizon)",,,,,,,103.0,,,,,,,,,,,46.0,,1.53,,4.7,,,,45.2,,,3.4,6.0,98.0,1.05
"Bryant Randleman, High Point (Big South)",,,,,,,103.0,,,,,,,,,,,47.0,,1.57,,,,,,,,,3.4,,54.0,1.91
"Ethan Taylor, Air Force (Mountain West)",,,,,,,103.0,,,,,,,,,,,,,1.36,,,,,1.0,,,34:53,3.7,3.0,90.0,1.14
"Noah Thomasson, Niagara (MAAC)",,,,,,,103.0,,,,,,,,,,,,,,,,,,,,,33:10,3.4,,63.0,1.63
"Cobe Williams, Louisiana Tech (C-USA)",,,,,,,103.0,,,,,,113.0,75.2,,,,42.0,,,,,1025:48,,,,,,3.0,,76.0,1.36
"Aaron Clarke, Sacred Heart (NEC)",,,,,,,102.0,128.0,41.0,102.0,399.0,16.0,117.0,87.2,,,,,,,,,,,,42.1,,33:18,4.1,,59.0,1.73
"Davonte Davis, Arkansas (SEC)",,,,,,,102.0,,,,,,,,,,,,,,,,1025:13,,,,,,,,,
"Marquis Eaton, Arkansas St. (Sun Belt)",,,,,,,102.0,,,,,,91.0,87.9,,,,,,,,,,,,,,,3.5,,80.0,1.28
"Michael Forrest, Fla. Atlantic (C-USA)",,,,,,,102.0,,,,,,,,,,,,2.5,,241.0,,1042:50,364.0,,,35.3,,3.0,,73.0,1.4
"Evan Gilyard II, Kansas City (Summit League)",,,,,,,102.0,171.0,71.0,106.0,519.0,16.7,131.0,80.9,,,,,2.29,,173.0,,,388.0,,44.1,,,3.3,,68.0,1.5
"Camren Hunter, Central Ark. (ASUN)",,,,,,,102.0,155.0,25.0,88.0,423.0,14.1,108.0,81.5,,,,45.0,,1.5,,,,347.0,,44.7,,32:32,3.4,,86.0,1.19
"Andre Jackson, UConn (Big East)",,,,,,,102.0,,,,,,,,44.0,181.0,225.0,,,,,5.48,,,,,,,3.1,,66.0,1.55
"Isaac Likekele, Oklahoma St. (Big 12)",,,,,,,102.0,,,,,,,,,,,,,,,,,,,,,,3.4,,59.0,1.73
"Javante McCoy, Boston U. (Patriot)",,,,,,,102.0,242.0,62.0,63.0,609.0,17.4,,,,,,,,,146.0,,1186:11,489.0,,49.5,,33:53,,,,
"Sir'Jabari Rice, New Mexico St. (WAC)",,,,,,,102.0,,,,,,113.0,77.9,,,,,,,167.0,,1037:54,,,,,32:26,3.2,,81.0,1.26
"Nigel Scantlebury, Central Conn. St. (NEC)",,,,,,,102.0,,,,,,110.0,86.4,,,,,,,,,,,,,,,3.5,,74.0,1.38
"Dereon Seabron, NC State (ACC)",,,,,,,102.0,200.0,11.0,144.0,555.0,17.3,202.0,71.3,85.0,176.0,261.0,44.0,,1.38,,5.5,1148:00,407.0,,49.1,,35:53,3.2,12.0,78.0,1.31
"Mika Adams-Woods, Cincinnati (AAC)",,,,,,,101.0,,,,,,,,,,,,,,,,,,,,,,3.1,,36.0,2.81
"Mike Bothwell, Furman (SoCon)",,,,,,,101.0,184.0,59.0,108.0,535.0,15.7,130.0,83.1,,,,,,,163.0,,1083:06,386.0,,47.7,,,,,,
"Rich Kelly, Massachusetts (Atlantic 10)",,,,,,,101.0,,,,,,,,,,,,2.0,,141.0,,,,,,,,3.2,,60.0,1.68
"Drew Lutz, UIW (Southland)",,,,,,,101.0,,,,,,92.0,84.8,,,,,,1.3,,,,,,,,,3.7,,58.0,1.74
"Jovon McClanahan, Hawaii (Big West)",,,,,,,101.0,,,,,,,,,,,,,,,,,,,,,,3.6,,54.0,1.87
"Ajay Mitchell, UC Santa Barbara (Big West)",,,,,,,101.0,,,,,,96.0,75.0,,,,,,,,,,,,,,,3.7,,48.0,2.1
"Terry Nolan Jr., Towson (CAA)",,,,,,,101.0,,,,,,,,,,,45.0,,1.67,,,,,,,,,3.7,,39.0,2.59
"George Papas, Monmouth (MAAC)",,,,,,,101.0,148.0,103.0,108.0,507.0,14.9,125.0,86.4,,,,47.0,3.03,1.38,292.0,5.0,1194:05,392.0,,,35.3,35:07,,,,
"Camryn Weston, Middle Tenn. (C-USA)",,,,,,,101.0,,,,,,125.0,80.8,,,,45.0,,,,,,,,,,,,,,
"Lucas Williamson, Loyola Chicago (MVC)",,,,,,,101.0,,,,,,125.0,72.8,,,,45.0,2.21,1.36,187.0,,1055:35,,,,,,3.1,,66.0,1.53
"Eli Brooks, Michigan (Big Ten)",,,,,,,100.0,,,,,,,,,,,40.0,,,,,1220:42,347.0,,,,35:54,,,,
"Eric Gaines, LSU (SEC)",,,,,,,100.0,,,,,,121.0,79.3,,,,70.0,,2.06,,,,,,,,,,,,
"Alex Morales, Wagner (NEC)",,,,,,,100.0,169.0,25.0,95.0,458.0,17.6,128.0,74.2,59.0,148.0,207.0,46.0,,1.77,,5.69,,354.0,1.0,47.7,,33:52,3.8,6.0,68.0,1.47
"Kevion Nolan, Jacksonville (ASUN)",,,,,,,100.0,111.0,67.0,59.0,348.0,13.9,,,,,,,2.68,1.44,183.0,,,,,,36.6,32:23,4.0,,34.0,2.94
"Donovan Sims, Middle Tenn. (C-USA)",,,,,,,100.0,,,,,,,,,,,43.0,,,,,1036:52,369.0,,,,,,,,
"Seikou Sisoho Jawara, Weber St. (Big Sky)",,,,,,,100.0,,,,,,,,,,,,2.0,,155.0,,1130:53,,,,,34:16,3.0,,79.0,1.27
"CJ Fulton, Lafayette (Patriot)",,,,,,,99.0,,,,,,,,,,,43.0,,1.43,,,,,,,,,3.3,,27.0,3.67
"Felipe Haase, Mercer (SoCon)",,,,,,,99.0,160.0,71.0,96.0,487.0,14.8,111.0,86.5,,,,41.0,2.15,,175.0,4.48,1133:54,,,,,34:22,3.0,5.0,57.0,1.74
"Antonio ""TJ"" Madlock, South Carolina St. (MEAC)",,,,,,,99.0,,,,,,133.0,72.2,,,,42.0,,1.35,,,1022:02,,,,,32:58,3.2,3.0,71.0,1.39
"Lucas Stieber, Green Bay (Horizon)",,,,,,,99.0,,,,,,,,,,,,,,,,,,,,,,3.5,,43.0,2.3
"Buddy Boeheim, Syracuse (ACC)",,,,,,,98.0,213.0,88.0,99.0,613.0,19.2,112.0,88.4,,,,47.0,2.75,1.47,258.0,,1217:35,524.0,,40.6,34.1,38:03,3.1,,57.0,1.72
"Joe Bryant, Norfolk St. (MEAC)",,,,,,,98.0,166.0,57.0,130.0,519.0,16.7,142.0,91.5,,,,43.0,1.84,1.39,164.0,4.35,,384.0,,43.2,,32:37,3.2,,93.0,1.05
"Tim Finke, Wright St. (Horizon)",,,,,,,98.0,,,,,,,,45.0,142.0,187.0,,,,176.0,,1295:36,,,,,35:59,,,,
"Trevor Keels, Duke (ACC)",,,,,,,98.0,,,,,,,,,,,44.0,,,,,1087:51,351.0,,,,,,,,
"Xavier Bledson, Indiana St. (MVC)",,,,,,,97.0,,,,,,74.0,89.2,,,,,,,,,,,,,,,3.7,,76.0,1.28
"Joel Brown, California (Pac-12)",,,,,,,97.0,,,,,,,,,,,,,,,,,,,,,,3.2,,56.0,1.73
"Darius Burford, Elon (CAA)",,,,,,,97.0,,,,,,,,,,,47.0,,1.47,,,,375.0,,45.3,,,3.0,,76.0,1.28
"Michael Devoe, Georgia Tech (ACC)",,,,,,,97.0,200.0,70.0,85.0,555.0,17.9,116.0,73.3,,,,42.0,2.26,1.35,192.0,,1070:41,433.0,,46.2,,34:32,3.1,,86.0,1.13
"Andrew Funk, Bucknell (Patriot)",,,,,,,97.0,213.0,87.0,51.0,564.0,17.6,,,,,,,2.72,,240.0,,1173:49,493.0,,43.2,36.2,36:41,3.0,,57.0,1.7
"Michael Green III, Robert Morris (Horizon)",,,,,,,97.0,,,,,,,,,,,,,,,,,,,,,,3.3,,64.0,1.52
"Mikey Howell, Bradley (MVC)",,,,,,,97.0,,,,,,,,,,,,,,,,,,,,,,3.1,,52.0,1.87
"Harrison Ingram, Stanford (Pac-12)",,,,,,,97.0,,,,,,,,58.0,156.0,214.0,,,,,4.88,,,,,,,3.0,5.0,72.0,1.35
"Camron Justice, Western Ky. (C-USA)",,,,,,,97.0,146.0,76.0,74.0,442.0,14.7,,,,,,48.0,2.53,1.6,201.0,,,,,,37.8,32:39,3.2,,71.0,1.37
"Jalen Rucker, Army West Point (Patriot)",,,,,,,97.0,182.0,84.0,83.0,531.0,17.1,108.0,76.9,,,,,2.71,,228.0,,,451.0,,40.4,36.8,,3.1,,75.0,1.29
"Jalen Warren, UIC (Horizon)",,,,,,,97.0,,,,,,,,,,,,,,,,,,,,,,3.5,,53.0,1.83
"Rayshon Harrison, Presbyterian (Big South)",,,,,,,96.0,181.0,53.0,131.0,546.0,17.1,154.0,85.1,,,,,,,,,1141:17,496.0,,36.5,,35:40,3.0,,75.0,1.28
"Elijah Joiner, Iona (MAAC)",,,,,,,96.0,,,,,,,,,,,,,,,,,,,,,,3.3,,51.0,1.88
"Daylen Kountz, Northern Colo. (Big Sky)",,,,,,,96.0,287.0,59.0,153.0,786.0,21.2,186.0,82.3,,,,,,,140.0,,1272:30,561.0,,51.2,,34:24,,,,
"Kobe Langley, UNC Greensboro (SoCon)",,,,,,,96.0,,,,,,,,,,,52.0,,1.62,,,,,,,,,3.0,,57.0,1.68
"Foster Loyer, Davidson (Atlantic 10)",,,,,,,96.0,139.0,74.0,118.0,470.0,16.2,126.0,93.7,,,,,2.55,,169.0,,,,,,43.8,,3.3,,48.0,2.0
"Rollie Worster, Utah (Pac-12)",,,,,,,96.0,,,,,,,,,,,,,,,,,,,,,,3.1,,50.0,1.92
"P.J. Byrd, Southern U. (SWAC)",,,,,,,95.0,,,,,,,,,,,40.0,,1.33,,,,,,,,,3.2,,81.0,1.17
"Duke Deen, Troy (Sun Belt)",,,,,,,95.0,,,,,,,,,,,,1.87,,,,,,,,,,3.2,,57.0,1.67
"Ahamadou Fofana, Canisius (MAAC)",,,,,,,95.0,,,,,,,,,,,,,,,,,,,,,,3.2,,63.0,1.51
"Donovan Gregory, App State (Sun Belt)",,,,,,,95.0,,,,,,,,64.0,133.0,197.0,44.0,,1.29,,,,,,,,,,,,
"Cam Spencer, Loyola Maryland (Patriot)",,,,,,,95.0,208.0,59.0,91.0,566.0,18.9,106.0,85.8,,,,68.0,1.97,2.27,167.0,,1106:10,444.0,,46.8,,36:52,3.2,,39.0,2.44
"Jeremiah Williams, Temple (AAC)",,,,,,,95.0,,,,,,,,,,,,,1.36,,,,,,,,,4.3,,49.0,1.94
